Gene_ID,sp_num,root2tip_variance,tree_legnth,spTr_bipartition,aln_length,average_node_support,Rafflesiaceae_best_compositional_homogeneity_pvalue,stem_raff_branch_len,ancestor_of_stem_raff_bran_len,raff_placement_SHaLRT,raff_placement_UFBP
1219,31,0.0322114,4.19711,0.195121951,1323,63.72,95.39,0.345424896,0.070530981,50.8,64
1390,31,0.00614405,3.42166,0.243902439,4488,60.62,63.65,0.26991268,0.008353207,92.8,64
1558,30,0.0105055,4.17516,0.195121951,1365,69.32,66.54,0.391559666,0.037090741,74.5,64
1898,36,0.020435,5.75815,0.292682927,663,77.18,84.38,0.316680491,0.023203309,82.2,64
2088,32,0.0163316,3.89997,0.195121951,1971,69.06,89.14,0.281906452,0.019334196,53.4,64
2143,37,0.0219966,4.6638,0.365853659,661,65,32.19,0.432969928,0.0320689,39.6,64
2393,36,0.00682591,4.31477,0.292682927,810,66.29,93.51,0.214872816,0.011143391,45.8,64
2691,39,0.00966716,4.52247,0.414634146,1953,73.34,23.72,0.291929779,0.017174309,91.3,64
2756,40,0.390243902,,,647,70.45,95.76,0.573183486,0.041624959,85.5,64
2794,37,0.414634146,,,963,67.8,97.87,0.299005489,0.046357505,83.7,64
2882,38,0.0150774,4.42905,0.317073171,690,62.78,86.78,0.260186757,0.046953903,87.8,64
2892,40,0.00623192,4.09685,0.414634146,1521,69.21,98.97,0.210267547,0.01664007,79.8,64
2928,40,0.365853659,,,1272,66.31,24.28,0.197246403,0.033870143,90.1,64
3075,28,0.0107239,2.935,0.170731707,1111,70.62,78.54,0.309961525,0.015755191,52,64
23,27,0.007077,3.32456,0.195121951,700,62.12,76.4,0.304633061,0.047564915,91.4,63
44,26,0.015436,4.06996,0.268292683,1746,70.24,62.61,0.381331205,0.016172497,59.2,63
214,29,0.0255841,4.13031,0.219512195,1089,74.33,3.6,0.324912186,0.022101883,71.4,63
215,30,0.0122209,4.77092,0.243902439,510,67,97.95,0.362006459,0.020736444,83.8,63
266,28,0.0234166,4.22567,0.170731707,831,67.12,67.45,0.458510934,0.032195688,82,63
355,28,0.146341463,,,2886,73.85,0.39,0.395906894,0.008157215,83.9,63
379,31,0.219512195,,,1041,70.72,94.59,0.344506447,0.028284585,93.2,63
382,27,0.0180532,4.65926,0.195121951,606,73.92,28.66,,,48.1,63
523,30,0.0308463,4.76028,0.12195122,504,68.11,65.21,0.38011785,0.05425031,85.7,63
548,29,0.0515667,6.40603,0.219512195,1795,77.26,48.99,0.78230874,0.038063859,86.7,63
873,30,0.0150424,4.78111,0.268292683,540,70.82,89.33,0.321496677,0.027007675,84.2,63
956,29,0.00723133,2.7246,0.243902439,1683,71.44,10.54,0.230982524,0.014958122,84.6,63
1330,30,0.0118164,3.08588,0.219512195,1548,62.55,91.95,0.147992547,0.013926078,89.1,63
1353,33,0.219512195,,,830,70.03,76.84,0.357836052,0.015603745,47.2,63
1385,34,0.317073171,,,1398,73.63,44.21,0.34712956,0.015369499,86.7,63
1513,34,0.0478381,4.80362,0.268292683,1155,66.84,42.15,0.433098676,0.024686481,82.6,63
1514,32,0.0166367,4.78609,0.268292683,1034,68.1,33.54,0.50613432,0.0322074,68.5,63
1544,23,0.0291337,4.82375,0.146341463,3750,75.52,0.22,0.465279649,0.047212785,85.4,63
1643,30,0.292682927,,,793,69.93,55.87,0.373546374,0.040027288,86.6,63
1651,31,0.020306,5.43565,0.219512195,529,66.07,46.54,,,37.5,63
1706,34,0.00556358,3.54674,0.243902439,1251,67,91.79,0.30131982,0.011381413,62.5,63
1823,28,0.014093,3.60401,0.146341463,894,66.54,26.74,0.334877925,0.03525021,78.8,63
1864,11,0.0329971,1.9579,0.146341463,2952,74.7,16.79,0.547098759,0.02131499,91.8,63
2190,36,0.0184645,5.107,0.317073171,423,70.79,47.63,0.365353218,0.027921373,71.8,63
2191,36,0.0157167,5.93339,0.268292683,1212,67.18,26.57,0.431609092,0.026955146,94,63
2288,35,0.00963574,3.49317,0.390243902,1761,74.64,23.46,0.359010488,0.01157446,65.1,63
2333,32,0.0435208,6.18157,0.195121951,1795,73.71,80.01,0.718592776,0.020662307,91.2,63
2358,30,0.0139205,3.44463,0.292682927,1950,75.45,25.14,0.244315822,0.020151356,49.2,63
2815,33,0.0152439,4.79993,0.268292683,2159,72.9,47.42,0.411661924,0.01722283,65.3,63
3069,41,0.0280097,5.35012,0.512195122,2013,71.64,0.83,0.369441478,0.096889947,90.5,63
151,26,0.0150136,3.75686,0.243902439,1255,68.25,0.02,0.431981955,0.022607238,76.1,62
305,29,0.00498878,3.65374,0.12195122,912,62.59,68.03,0.238286606,0.014523903,80.4,62
597,29,0.0244721,4.97804,0.243902439,798,65.07,85.15,0.25751754,0.034073496,83.7,62
599,29,0.0166868,4.08815,0.219512195,666,66.63,99.28,0.463100166,0.03718202,17.1,62
612,31,0.219512195,,,1286,73,37.21,0.447953683,0.040220814,89.5,62
666,31,0.0422629,8.28159,0.12195122,663,59.28,2.52,0.592209282,0.074816862,86.5,62
1082,33,0.0315618,5.41156,0.195121951,731,68.16,32.86,0.551427897,0.002331131,0,62
1243,31,0.0166488,4.58606,0.317073171,2487,76.24,31.44,0.356058526,0.007290558,84.1,62
1827,33,0.00834165,4.64793,0.317073171,2264,72.35,75.48,0.298309294,0.021886032,91.3,62
1886,35,0.0207949,6.08526,0.292682927,638,68.24,21.93,0.38430995,0.029812671,41,62
2158,37,0.317073171,,,756,67.46,43.76,0.361722767,0.035665857,81.5,62
2314,34,0.0664449,6.01529,0.195121951,505,61.3,94.51,0.680039985,0.039217917,64,62
2504,37,0.00958681,3.17136,0.463414634,2766,69.09,93.14,0.203937542,0.015350883,95,62
2551,28,0.219512195,,,1635,64.67,57.69,0.234924755,0.02432959,92.5,62
2587,37,0.0176819,5.205,0.317073171,894,68.14,91.4,0.32947791,0.021046694,88.1,62
2667,29,0.0502718,4.86221,0.292682927,1149,72.11,95.52,0.52857178,0.023332166,80.6,62
2763,38,0.0070594,3.71319,0.365853659,747,63.89,42.74,0.194568662,0.016744223,88.5,62
2787,37,0.0222789,5.07923,0.268292683,847,66.63,87.67,0.505508872,0.009475817,5.25,62
2905,23,0.014951,2.54129,0.219512195,1767,58.91,0,0.280097439,0.025051631,46.1,62
2916,31,0.0323761,4.69868,0.12195122,803,56.93,15.19,0.291930438,0.009465079,69.8,62
2936,35,0.0359014,5.15712,0.341463415,1749,65.45,18.54,0.634000321,0.010362141,65,62
3043,40,0.0121138,6.52297,0.317073171,1233,69,17.33,0.420751883,0.012943996,52.6,62
236,30,0.0237355,4.25757,0.243902439,780,71.36,35,0.381832737,0.024285263,76.3,61
452,31,0.146341463,,,1333,67.66,50.08,0.332999689,0.014036513,38.6,61
503,27,0.011719,5.55399,0.195121951,1144,78.73,8.55,0.388418023,0.044215021,88.8,61
530,25,0.00587444,3.52401,0.146341463,1332,76.74,92.62,0.197249612,0.013017673,22.8,61
626,29,0.00888107,5.12635,0.292682927,2973,73.85,16.21,,,76.3,61
654,32,0.0228605,4.1605,0.170731707,1140,66.5,95.21,0.385522964,0.022452612,88.3,61
671,20,0.0218562,2.98115,0.219512195,1167,77.56,45.32,0.347562412,0.023381789,85.3,61
885,32,0.0111353,3.29518,0.243902439,1184,67.87,86.61,0.302430857,0.018727498,90.2,61
926,32,0.0200181,5.16285,0.292682927,1302,69.63,40.09,0.329798049,0.027840943,76.2,61
1034,31,0.146341463,,,563,59.34,82,0.646916432,0.066235894,30.7,61
1106,32,0.0164396,5.38256,0.170731707,645,62.37,7.46,0.453890053,0.030164811,70,61
1118,31,0.00933114,3.53081,0.195121951,654,73.41,89.22,0.265339905,0.034809273,85,61
1344,31,0.0100167,2.46477,0.365853659,942,71.34,31.86,0.219923762,0.006297306,78.6,61
1404,33,0.0206094,5.79248,0.219512195,612,73.68,95.73,0.399036454,0.03663003,90,61
1466,31,3.24806,14.591,0.268292683,1736,71.33,42.6,0.340465046,0.00968175,55.4,61
1610,31,0.0227926,3.60157,0.317073171,1060,74.43,38.06,0.426929033,0.018574558,67.9,61
1704,35,0.0217255,4.57465,0.317073171,1211,67.24,81.68,0.505843502,0.014929976,75.3,61
1710,33,0.0975302,5.20817,0.268292683,977,71.97,86.98,0.19958488,0.009450283,65.9,61
1764,30,0.0127694,3.3254,0.243902439,534,66.54,58.24,0.270148984,0.039000319,74.7,61
1807,25,0.00927281,2.8856,0.195121951,1030,68.75,40.11,0.283568497,0.012828349,83.4,61
1811,27,0.00866634,2.31263,0.146341463,1584,67.35,0.34,0.268949979,0.033578995,98.8,61
1818,32,0.0173979,3.89534,0.341463415,1779,80.6,60.81,0.375018077,0.014498445,55.4,61
1895,37,0.463414634,,,951,69.6,62.7,0.553847766,0.021572748,63.7,61
1915,30,0.0328276,4.7055,0.146341463,520,70.71,81.09,0.55189909,0.041221345,52,61
2064,30,0.00685434,3.21148,0.243902439,1203,66.93,76.84,0.232063937,0.020156192,66.3,61
2083,28,0.0168265,4.15221,0.195121951,1329,78.15,39.96,0.454660062,0.012058944,30.4,61
2120,33,0.0543591,6.67114,0.268292683,3260,76.84,23.15,0.687881313,0.01817157,47.1,61
2189,36,0.0601687,5.94538,0.414634146,1615,74.17,77.49,0.346824657,0.037272845,92.2,61
2245,34,0.0148672,4.69328,0.268292683,1633,76.24,39.55,0.349810262,0.032268893,76.1,61
2648,39,0.0189278,5.65076,0.43902439,1299,67.95,61.73,0.48154359,0.02553966,86.3,61
2824,36,0.00746354,4.11054,0.43902439,1482,73.68,83.35,0.222223353,0.022124153,80.2,61
2967,28,0.00709621,3.58039,0.243902439,1495,69.26,96.63,0.284332462,0.024559369,96,61
73,27,0.0108481,4.27436,0.170731707,1708,76.96,97.49,0.348671915,0.010101211,88.3,60
152,29,0.0808608,7.31553,0.195121951,1486,66.52,22.76,0.733915393,0.086408863,93.3,60
498,30,0.00724871,3.12585,0.219512195,1605,64.11,95.99,0.251187833,0.016712435,85.1,60
508,28,0.0181754,3.69779,0.195121951,1230,73.27,20.09,0.444726673,0.009916705,55.1,60
786,30,0.0197265,3.94326,0.195121951,2034,64.07,98.55,0.419994754,0.008892894,9.85,60
1079,32,0.317073171,,,1623,78,43.19,0.351265508,0.031793529,65.8,60
1529,34,0.00861945,3.43822,0.341463415,1032,72.91,94.51,0.237613006,0.036640393,86.1,60
1684,32,0.243902439,,,1203,61.03,66.96,0.162007312,0.025494308,95,60
1709,34,0.0403365,5.13659,0.341463415,1026,65.75,7.21,0.628071242,0.051494743,80,60
1989,24,0.0130609,3.14588,0.195121951,1074,72.87,39.15,0.255169616,0.034558483,72.6,60
2282,31,0.0218946,5.45452,0.268292683,1555,64.8,4.27,0.341407052,0.024555318,81.1,60
2331,32,0.0203428,4.57246,0.195121951,2624,65.65,11.89,0.392240557,0.023828037,57.8,60
2752,38,0.390243902,,,1101,68.92,69.97,0.250544514,0.021629368,91.8,60
2776,39,0.341463415,,,1424,72.76,79.09,0.42736753,0.051788376,56.5,60
2981,28,0.0265295,5.50429,0.219512195,1347,73.04,21.67,0.423631019,0.026604648,62,60
235,28,0.0122066,4.18278,0.243902439,1354,70.69,55.43,0.3985228,0.023917362,87.5,59
396,31,0.0201648,4.54431,0.268292683,1982,71.72,19.42,0.422219651,0.016329452,69,59
400,30,0.0177909,4.6309,0.219512195,2268,75.82,2.66,0.430702255,0.020855215,84.6,59
401,30,0.0158653,4.36646,0.170731707,1976,68.61,16.71,0.248143685,0.032962983,83.9,59
517,28,0.014514,4.45745,0.219512195,556,68.81,96.19,0.198038156,0.026766104,19.7,59
696,31,0.268292683,,,1068,72.83,1.86,0.341929111,0.032822986,42.4,59
808,28,0.195121951,,,1812,67.15,99.35,0.266429319,0.011437684,86.2,59
855,33,0.00326074,3.61178,0.195121951,807,64.13,96.27,0.160579833,0.007384882,53.5,59
916,33,0.341463415,,,1368,72.39,90.59,0.366108804,0.032741479,45.7,59
997,26,0.195121951,,,930,76.68,28.58,0.28799031,0.048720383,85.2,59
1251,33,0.243902439,,,564,67.06,99.54,0.497623945,2.17E-06,0,59
1276,32,0.268292683,,,1146,70.23,52.96,0.330662605,0.017037956,87.2,59
1326,31,0.0169586,4.56098,0.12195122,1100,65.76,48.37,0.370467316,0.027868671,66.7,59
1375,34,0.0210243,5.45959,0.292682927,1032,67.31,81.85,0.415918034,0.031632355,91.6,59
1516,33,0.0253283,5.91315,0.317073171,717,76.42,91.29,0.56290329,0.013758107,59.4,59
1732,29,0.0141104,3.06614,0.195121951,765,72.7,68.75,0.183059968,0.01127456,83.6,59
1846,21,0.0171568,1.91781,0.268292683,4497,73.35,93.14,0.380310652,0.011276725,74,59
1923,33,0.0292646,5.47634,0.317073171,930,66.26,16.5,,,58.9,59
1980,36,0.0792204,7.2114,0.365853659,1254,73.85,94.9,0.898707688,0.014190728,74.4,59
2097,31,0.268292683,,,1806,74.03,8.93,0.518591076,0.029815535,54.4,59
2456,30,0.219512195,,,905,60.32,43.61,0.58572579,0.019410224,51.8,59
2499,29,0.0417687,4.72231,0.268292683,1288,75.04,58.58,0.520117118,0.014510385,20.8,59
2516,38,0.00534994,4.16847,0.365853659,1398,71,87.79,0.231424559,0.013862813,54,59
2565,27,0.0296125,5.17631,0.292682927,3518,73.96,2.6,0.651384974,0.04372319,46.2,59
2623,36,0.0193595,4.37211,0.341463415,2167,72,12.67,0.317222864,0.013981852,51.1,59
2664,37,0.0411925,6.15036,0.414634146,2172,75.57,73.91,0.625698811,0.030080482,80.8,59
2866,33,0.0105415,4.82219,0.243902439,1279,72.66,33.08,0.366225471,0.015035178,66.7,59
167,28,0.0281779,5.5418,0.243902439,531,69.31,26.24,0.514209488,0.023768909,58.1,58
267,20,0.0119454,2.49107,0.097560976,1182,61.78,76.77,0.212700116,0.016832336,21.6,58
273,27,0.146341463,,,2286,72.48,5.71,0.352162698,0.028134595,53.1,58
286,28,0.00659116,2.97465,0.195121951,1834,72.31,68.58,0.28179895,0.0104899,93.7,58
394,30,0.00856748,3.53676,0.268292683,1138,64.79,82.4,0.284765516,0.029278265,87.2,58
412,26,0.0354806,4.30111,0.097560976,561,61.17,63.31,0.715421622,0.014255583,13.6,58
422,29,0.0104669,3.69917,0.243902439,963,68.56,84.17,0.269748062,0.02726938,72.6,58
441,29,0.0151014,4.46474,0.195121951,1992,69.52,57.13,0.372178586,0.031305849,84.2,58
458,25,0.0414535,3.24264,0.097560976,1326,67.13,99.63,0.39183946,2.26E-06,0,58
676,27,0.00643441,3.40503,0.170731707,941,67.44,67.66,0.27662391,0.021504033,72.7,58
899,32,0.012062,5.42911,0.292682927,1672,68.1,16.62,0.041673555,0.013176459,33,58
1139,33,0.0141144,4.87751,0.268292683,2322,76.03,43.16,0.324467309,0.015338894,52.2,58
1255,31,0.00529719,2.81133,0.268292683,1524,73.52,83.26,0.184531629,0.016591224,69.5,58
1291,31,0.00741354,3.46537,0.146341463,921,66.93,95.84,0.216941088,0.036190385,92.8,58
1552,27,0.00467975,3.26315,0.243902439,1200,65.12,0.27,,,86.7,58
1636,29,0.219512195,,,449,59.89,68.58,0.164913304,0.059748668,91.2,58
1641,34,0.00876794,4.44974,0.170731707,732,68,72.2,0.266488518,0.025183931,71.4,58
1672,32,0.0232656,5.33392,0.292682927,1479,64.53,86.87,0.429581606,0.024096081,60.1,58
1697,33,0.00534462,3.69189,0.268292683,1092,77.81,78.93,0.290235327,0.011813141,55.3,58
1805,33,0.011981,4.09114,0.317073171,1513,66.44,78.27,0.220804479,0.016949568,85.5,58
1812,31,0.00545314,2.81683,0.268292683,1524,72.66,81.74,0.187136416,0.017236087,73,58
1932,37,0.0130092,5.2404,0.243902439,458,59,67.81,0.26144623,0.023093505,43.1,58
1982,33,0.00794494,3.46514,0.268292683,1029,70.71,56.69,0.180101083,0.010776304,74.2,58
2085,31,0.0329181,4.7919,0.170731707,1307,69.83,98.81,0.459246084,0.021041065,36.9,58
2095,27,0.0103013,2.83062,0.219512195,1383,70.2,80.75,0.218064286,0.017046691,83.4,58
2182,28,0.0160124,3.32796,0.219512195,1937,72.19,39.56,0.406073559,0.015598332,70.8,58
2246,36,0.0477519,7.3555,0.365853659,1259,71.26,63.38,0.715864918,0.160481119,41.2,58
2308,28,0.011301,2.94787,0.219512195,857,61.31,47.18,0.257694426,0.019604899,84.8,58
2510,34,0.0240411,4.89742,0.365853659,921,67.81,66.9,0.462084729,0.006419737,80.2,58
2716,35,0.0138559,4.19626,0.341463415,2460,72.5,80.96,0.308893276,0.034706917,83.9,58
2860,34,0.0119199,5.27368,0.341463415,885,70.76,0.48,,,48.4,58
2903,28,0.0272673,4.42382,0.170731707,1030,66.23,94.06,0.496123209,0.013399747,50.4,58
2933,34,0.0106896,3.89872,0.195121951,1392,70.94,82.27,0.191369389,0.011605768,58.1,58
166,27,0.0446252,5.48365,0.097560976,425,63.32,94.91,0.668688306,0.063132236,83.6,57
233,28,0.00733995,3.18181,0.170731707,1057,66.62,73.52,0.264420329,0.015927783,83,57
280,10,0.0153421,1.20597,0.024390244,2049,78.11,99.87,0.264994622,0.027383616,71.8,57
814,32,0.0126331,4.05665,0.268292683,903,63.03,92.26,0.295933926,0.028468419,70.5,57
869,30,0.0190607,4.33082,0.219512195,1216,69.86,69.61,0.508860345,0.018659911,84,57
938,32,0.00510435,2.89556,0.243902439,1043,66.13,83.55,0.224711909,0.019974262,93.7,57
1141,33,0.0288782,7.56449,0.341463415,805,64.13,52.9,0.413004471,0.019180948,78.9,57
1240,31,0.0260136,4.06826,0.243902439,1323,70.52,42.86,0.46213127,0.021808343,87.4,57
1457,33,0.00307686,5.10305,0.317073171,1024,73.55,24.99,0.212542053,0.020365505,52.8,57
1572,31,0.00802387,3.42848,0.243902439,2001,68.6,42.53,0.219879865,0.011546138,60.6,57
1647,33,0.0320221,5.37038,0.292682927,567,69.94,26.48,0.469715984,0.045758042,30.9,57
1680,29,0.00296781,3.69926,0.243902439,1638,72.89,84.77,,,63.9,57
1775,28,0.0129818,3.35954,0.243902439,1461,74.15,83.11,0.273954621,0.028808493,96.4,57
1900,34,0.0159415,5.05524,0.268292683,1208,65.97,46.1,0.319860228,0.041128582,94.8,57
2599,38,0.0130424,4.1616,0.463414634,1398,73.17,81.69,0.354355241,0.026020783,70.5,57
2803,38,0.013271,5.22469,0.317073171,744,68.31,93.51,0.269007639,0.025738172,40,57
2831,33,0.170731707,,,666,72.19,4.12,0.427397836,0.017380616,68.8,57
2867,29,0.0105815,3.52603,0.243902439,1328,61.96,56.38,0.293943612,0.006087508,49.5,57
2895,38,0.0380852,8.18497,0.536585366,1654,70.38,70.98,0.614746733,0.047184436,87.3,57
2910,33,0.029242,4.44728,0.317073171,1454,65.03,80.83,0.265327899,0.065275569,81.2,57
201,29,0.0274207,3.95687,0.146341463,1587,70.22,58.26,0.331765526,0.003488414,66.8,56
279,27,0.0276736,5.20777,0.243902439,1161,68.12,12.91,0.649287757,0.019566152,89.3,56
420,29,0.0211068,4.90455,0.170731707,2520,67.48,46.62,0.450814509,0.015539794,54.6,56
447,28,0.0393329,4.43709,0.195121951,1599,70.31,0.32,0.530054669,0.045008188,77.2,56
569,26,0.0100129,4.20233,0.170731707,2440,72.25,83.44,0.303957207,0.013662574,38.3,56
627,28,0.0132527,3.48354,0.170731707,1077,66.12,68.81,,,47.5,56
834,29,0.136236,4.12617,0.195121951,1844,71.11,57.36,0.989397535,0.039331586,86.4,56
1017,26,0.0120345,3.65345,0.268292683,1842,73.63,41.31,0.30671842,0.019077062,87.8,56
1105,25,0.0505407,5.59602,0.12195122,1897,72.91,3.61,0.365908592,0.02747449,62.5,56
1147,29,0.0246567,6.32374,0.146341463,1708,68.29,26.82,0.299615567,0.018543122,43.1,56
1341,25,0.027864,4.46301,0.219512195,1757,73.5,99.88,0.407892159,0.017611899,29.8,56
1412,33,0.040547,6.00559,0.268292683,1262,73.58,46.08,0.447517643,0.030480187,13,56
1474,33,0.341463415,,,1059,70.1,54.93,0.240351097,0.025859861,88.8,56
1589,28,0.0458605,3.52967,0.170731707,3036,70.04,67.5,0.55998703,0.004764629,72.5,56
1629,36,0.0175077,4.69427,0.317073171,618,64.24,95.67,0.226235904,0.024417222,66.2,56
1688,36,0.506228,8.00053,0.390243902,1248,71.5,94.63,0.072827683,0.016822763,88.9,56
1727,31,0.00593807,3.4089,0.292682927,1029,68.3,94.13,0.268530154,0.014356946,74.8,56
1761,27,0.00388602,3.12626,0.219512195,2145,70.28,36.4,,,83.2,56
2046,32,0.014497,4.83919,0.341463415,2025,72.53,14.54,,,68.2,56
2067,33,0.00699253,4.09311,0.317073171,1892,73.66,81.23,0.261319926,0.00738427,12.8,56
2200,35,0.317073171,,,1015,68.64,73.49,0.211353449,0.0145541,59.9,56
2202,31,0.317073171,,,975,73.93,93.14,0.295185032,0.018917233,72.2,56
2369,25,0.00717315,2.39299,0.12195122,3433,69.25,64.75,0.178880288,0.010240442,61.7,56
2441,36,0.341463415,,,1014,71.91,96.21,0.347496781,0.014010598,47.2,56
2524,32,0.00451278,3.42748,0.292682927,2097,74.42,77.91,0.220009253,0.001833075,43.6,56
2542,26,0.0147177,3.89271,0.146341463,1038,75.54,99.51,0.304714585,0.011114294,51.2,56
2546,31,0.0115266,5.41637,0.243902439,1095,63.73,14.25,0.431486758,0.036987506,86.9,56
2613,39,0.317073171,,,961,67.3,63.62,0.579526086,0.032081227,75.2,56
2843,35,0.0201722,4.91827,0.292682927,1757,66.32,63.79,0.346100337,0.023640934,74.1,56
2862,27,0.00290436,2.54419,0.243902439,2310,74.23,89.87,0.186637,0.018556789,59.5,56
2888,37,0.0248761,4.52928,0.268292683,1227,61.23,54.09,0.333656168,0.006205344,0,56
2948,31,0.0202518,4.07589,0.243902439,1725,67.93,45.87,0.376190202,0.015706127,40.5,56
2970,33,0.0479814,5.20068,0.317073171,2166,73.66,38.12,0.50700992,0.040768324,73.8,56
174,29,0.0294562,7.48509,0.12195122,858,67.85,30.46,0.536708731,0.046623266,44.9,55
178,29,0.0198341,4.77201,0.170731707,1494,65.89,97.25,0.477567701,0.015878194,68,55
199,28,0.00874959,3.81857,0.268292683,1209,70.27,57.44,0.364749359,0.021859273,78.2,55
244,29,0.0185235,6.09654,0.292682927,2058,76.67,2.46,0.576318382,0.023207796,59.3,55
296,28,0.00844722,3.29522,0.195121951,2778,68.5,23.09,0.263829246,0.020922748,93.6,55
378,31,0.195121951,,,966,73.31,95.87,0.283034839,0.037980718,64,55
500,29,0.0189395,3.53628,0.243902439,3344,72.04,3.14,0.397620506,0.014094104,39.5,55
553,29,0.00918504,3.45811,0.268292683,1971,67.59,97.91,0.29762453,0.01987578,81.2,55
622,26,0.00765881,3.33104,0.170731707,796,64.13,33.55,0.280937413,0.026193721,61,55
777,29,0.0122822,5.99141,0.219512195,3834,68.89,97.56,,,73.9,55
977,29,0.0313451,5.76833,0.219512195,1837,60.44,12.22,0.507959788,0.005991513,84.2,55
1292,28,0.0134763,3.88913,0.146341463,1488,57.58,76.88,,,56.7,55
1310,33,0.0229635,8.16122,0.243902439,1813,73.29,44.57,0.518782977,0.038102498,51.4,55
1441,32,0.0112623,4.62767,0.243902439,1987,66.13,4.23,0.359745031,0.011504332,71.1,55
1534,33,0.341463415,,,1689,75.29,0,0.507223204,0.025577715,90,55
1542,30,0.0126813,3.89249,0.292682927,855,69.57,11.67,0.415448129,0.007715703,41.6,55
1564,30,0.219512195,,,1628,73.9,40.03,0.437605529,0.047598261,76.4,55
1655,32,0.00678989,4.06703,0.243902439,3402,65.42,34.25,0.353720168,0.007462761,87.4,55
1713,31,0.268292683,,,1128,68.83,66,,,61.3,55
1729,27,0.0156581,4.39582,0.243902439,2010,77.52,45,0.442133113,0.005881118,1,55
1803,30,0.0116402,3.879,0.12195122,1989,72,83.69,0.250713904,0.014355864,53.1,55
2047,34,0.243902439,,,900,57.25,97.76,0.335512797,0.024513445,86.2,55
2207,26,0.0154237,4.50829,0.170731707,1107,70.58,10.41,0.458072797,0.026838826,89.2,55
2230,33,0.02576,6.98721,0.195121951,1981,61,84.53,0.577924249,0.012145851,81.5,55
2231,36,0.0139173,3.53623,0.317073171,1452,77.35,91.75,0.338280544,0.00950989,62.3,55
2360,27,0.0131966,3.6645,0.292682927,1302,77.27,49.81,0.435380036,0.017796046,75,55
2392,36,0.317073171,,,721,69.47,98.75,0.351947006,0.025790096,74.6,55
2573,30,0.015109,3.78751,0.292682927,549,54.64,70.06,0.411935503,0.023808947,68.5,55
2643,38,0.00473575,4.19523,0.292682927,1242,67.67,91.55,0.221826475,0.0102496,78.4,55
2684,35,0.00832243,4.81584,0.341463415,1599,69.12,52.35,0.273962524,0.03062689,92.5,55
2725,24,0.00751125,3.31327,0.170731707,1209,58.65,20.18,,,76.1,55
2733,31,0.268292683,,,1880,66.13,37.34,0.477092781,0.032088201,81.5,55
2808,18,0.0647007,3.55007,0.12195122,2865,67,2.48,0.849042859,0.003207856,0,55
24,27,0.0264585,4.74798,0.195121951,1145,74.8,82.75,0.470570786,0.020617994,67.4,54
26,28,0.0159932,5.13421,0.219512195,756,63.73,79.89,0.280122748,0.056516512,85.8,54
263,26,0.0164866,3.43492,0.195121951,1702,68.96,96.69,0.39187334,0.017291291,71.9,54
583,29,0.0123005,3.81908,0.219512195,1464,74.22,91.9,0.348350565,0.018622511,23.6,54
880,31,0.0272785,4.98036,0.146341463,916,70.45,95.85,0.574324736,0.011555905,27.6,54
886,30,0.00987982,4.21743,0.292682927,2274,67.25,68.47,0.003590012,0.05871134,64.1,54
891,31,0.0193308,3.57813,0.268292683,1572,64.55,78.94,0.251145078,0.009114072,89.3,54
922,33,0.0110171,4.17187,0.219512195,1200,65.16,20,0.301275453,0.021244862,83,54
942,31,0.0194395,5.44677,0.195121951,645,71.52,81.51,0.365269007,0.028799058,79.8,54
1080,33,0.0217833,4.61808,0.317073171,570,71.77,62.61,0.391337423,0.012977551,54.3,54
1162,33,0.00956178,4.23133,0.243902439,2086,76.35,50.76,0.360958159,0.01360763,81,54
1164,31,0.219512195,,,1023,69.48,94.55,0.453766092,0.037717133,74.8,54
1361,35,0.292682927,,,1306,68.12,55.03,0.177055243,0.022905707,73.4,54
1432,33,0.00875778,3.81,0.219512195,600,72.91,75.66,0.351721084,0.017688251,89.6,54
1754,31,0.00886379,3.12004,0.243902439,1128,60.6,82.76,0.245257949,0.013935732,83.5,54
1782,27,0.0078748,4.82815,0.219512195,1359,75.24,19.65,0.315951205,0.030659366,36,54
1939,34,0.0183247,4.40855,0.292682927,547,68.34,33.9,0.434641818,0.004101521,0,54
1950,36,0.00988534,5.22202,0.341463415,639,67.62,94.48,0.294633899,0.026086646,83.4,54
1959,27,0.0207297,4.00049,0.292682927,1830,77.24,99.56,0.517942931,0.025223071,42,54
2002,32,0.0311101,6.00946,0.195121951,1199,63,10.34,0.286987682,0.021896751,78.3,54
2005,33,0.102123,6.63665,0.268292683,991,62.63,8.75,0.841664704,0.069350302,79.3,54
2034,32,0.0233649,3.76929,0.317073171,1989,65.1,17.88,0.564752438,0.017264477,79.2,54
2038,25,0.0215828,4.96149,0.195121951,961,71.26,17.46,0.370238857,0.017053489,64.5,54
2106,25,0.0169424,4.0913,0.170731707,1756,63.38,51.96,0.225386836,0.031728551,95.9,54
2233,36,0.00704127,4.674,0.341463415,840,67.53,91.78,0.305913394,0.019668261,84.6,54
2307,30,0.0332058,5.09869,0.292682927,2182,76.07,97.25,0.557245878,0.012899182,72.2,54
2378,36,0.0431566,5.81965,0.219512195,569,68.5,86.35,0.373621746,0.019694875,59.6,54
2409,38,0.0137629,4.97337,0.390243902,1984,70.97,95.44,0.241768686,0.005238592,82.4,54
2727,26,0.0039078,2.18897,0.219512195,2772,70.4,69.13,0.181994446,0.013676457,75.9,54
